#code;product-code;x;y;level;
C00634;P0291;1;9;19;
C02002;P0366;1;9;20;
C03674;P0151;1;10;1;
C00483;P0367;1;10;3;
C01309;P0419;1;10;5;
C01558;P0128;1;10;7;
C01976;P0496;1;10;9;
C02124;P0333;1;10;10;
C02938;P0070;1;10;11;
C02016;P0493;1;10;13;
C03852;P0243;1;10;14;
C01557;P0449;1;10;15;
C02270;P0443;1;10;16;
C04579;P0490;1;10;17;
C00339;P0102;1;10;18;
C02565;P0067;1;10;19;
C00539;P0061;1;10;20;
C04910;P0442;2;1;1;
C03856;P0401;2;1;2;
C01441;P0302;2;1;3;
C02327;P0445;2;1;4;
C01161;P0306;2;1;5;
C03925;P0384;2;1;7;
C04726;P0233;2;1;8;
C01763;P0247;2;1;9;
C04634;P0235;2;1;10;
C03786;P0037;2;1;11;
C03045;P0342;2;1;12;
C03556;P0185;2;1;13;
C03547;P0246;2;1;14;
C04911;P0253;2;1;15;
C04615;P0184;2;1;16;
C03465;P0385;2;1;17;
C04487;P0017;2;1;18;
C01654;P0218;2;1;20;
C02085;P0287;2;2;1;
C01511;P0160;2;2;2;
C01190;P0120;2;2;3;
C02278;P0361;2;2;4;
C00852;P0071;2;2;6;
C03266;P0226;2;2;7;
C00794;P0325;2;2;8;
C00775;P0063;2;2;9;
C01791;P0465;2;2;10;
C00619;P0297;2;2;11;
C01804;P0076;2;2;12;
C03118;P0197;2;2;13;
C04787;P0364;2;2;15;
C01628;P0479;2;2;16;
C02548;P0378;2;2;18;
C00216;P0321;2;2;19;
C02837;P0231;2;2;20;
C01610;P0306;2;3;2;
C03829;P0011;2;3;3;
C04832;P0211;2;3;4;
C04292;P0390;2;3;6;
C02892;P0208;2;3;7;
C02911;P0274;2;3;8;
C04670;P0151;2;3;9;
C00140;P0361;2;3;10;
C03416;P0475;2;3;12;
C04100;P0231;2;3;13;
C03211;P0240;2;3;14;
C02543;P0003;2;3;15;
C03960;P0072;2;3;16;
C04748;P0045;2;3;17;
C04767;P0262;2;3;18;
C02525;P0251;2;3;19;
C02744;P0237;2;4;2;
C04993;P0349;2;4;3;
C04551;P0227;2;4;4;
C03363;P0370;2;4;5;
C04766;P0018;2;4;6;
C04307;P0375;2;4;7;
C03561;P0121;2;4;8;
C01854;P0305;2;4;9;
C02296;P0144;2;4;10;
C01293;P0172;2;4;12;
C03350;P0084;2;4;13;
C05087;P0313;2;4;14;
C00764;P0304;2;4;15;
C04556;P0037;2;4;16;
C03084;P0369;2;4;17;
C00308;P0473;2;4;18;
C01553;P0217;2;4;19;
C02356;P0146;2;4;20;
C02082;P0006;2;5;1;
C03841;P0009;2;5;2;
C01239;P0362;2;5;4;
C04522;P0256;2;5;5;
C00331;P0381;2;5;7;
C00338;P0271;2;5;8;
C02095;P0372;2;5;9;
C02844;P0419;2;5;10;
C01321;P0271;2;5;11;
C04540;P0267;2;5;12;
C00770;P0058;2;5;13;
C01155;P0002;2;5;14;
C04979;P0002;2;5;15;
C01395;P0392;2;5;16;
C00758;P0123;2;5;17;
C03704;P0068;2;5;19;
C01597;P0279;2;5;20;
C00472;P0188;2;6;1;
C01396;P0140;2;6;2;
C03294;P0152;2;6;3;
C04639;P0498;2;6;4;
C00998;P0441;2;6;5;
C00029;P0046;2;6;7;
C02856;P0202;2;6;8;
C03627;P0149;2;6;9;
C03725;P0293;2;6;10;
C02901;P0213;2;6;11;
C03559;P0315;2;6;12;
C01769;P0057;2;6;13;
C04380;P0056;2;6;14;
C01499;P0239;2;6;15;
C01209;P0142;2;6;16;
C01767;P0129;2;6;17;
C04492;P0086;2;6;18;
C00116;P0366;2;6;19;
C01630;P0237;2;6;20;
C04734;P0204;2;7;1;
C01567;P0023;2;7;3;
C01787;P0419;2;7;4;
C01029;P0026;2;7;5;
C02343;P0100;2;7;6;
C01063;P0430;2;7;7;
C02886;P0148;2;7;8;
C04320;P0190;2;7;9;
C03079;P0309;2;7;10;
C01690;P0425;2;7;11;
C01696;P0174;2;7;12;
C03053;P0189;2;7;13;
C04218;P0062;2;7;14;
C00564;P0230;2;7;15;
C00627;P0161;2;7;16;
C02099;P0368;2;7;17;
C04737;P0315;2;7;18;
C02437;P0298;2;7;19;
C05000;P0232;2;7;20;
C00793;P0261;2;8;1;
C02336;P0468;2;8;2;
C04542;P0163;2;8;3;
C01116;P0248;2;8;4;
C04270;P0481;2;8;5;
C01402;P0278;2;8;6;
C04512;P0115;2;8;7;
C02801;P0297;2;8;9;
C00726;P0322;2;8;10;
C02857;P0449;2;8;11;
C00559;P0049;2;8;12;
C04154;P0110;2;8;13;
C00538;P0010;2;8;14;
C00165;P0147;2;8;15;
C02782;P0470;2;8;16;
C01448;P0165;2;8;17;
C01935;P0163;2;8;18;
C02349;P0073;2;8;19;
C04239;P0338;2;9;1;
C01283;P0359;2;9;2;
C03833;P0244;2;9;3;
C04161;P0343;2;9;4;
C00588;P0280;2;9;6;
C02730;P0037;2;9;7;
C03420;P0402;2;9;8;
C03551;P0032;2;9;11;
C02593;P0487;2;9;12;
C00273;P0238;2;9;13;
C02504;P0025;2;9;14;
C03373;P0126;2;9;15;
C01985;P0125;2;9;16;
C04128;P0389;2;9;17;
C04699;P0234;2;9;18;
C00300;P0257;2;9;19;
C03937;P0471;2;9;20;
C05069;P0184;2;10;2;
C02156;P0230;2;10;3;
C03966;P0135;2;10;4;
C00935;P0080;2;10;6;
C04155;P0408;2;10;7;
C03289;P0282;2;10;8;
C02392;P0156;2;10;10;
C02042;P0243;2;10;11;
C00340;P0198;2;10;12;
C00871;P0215;2;10;13;
C03386;P0412;2;10;14;
C01464;P0025;2;10;15;
C02248;P0118;2;10;16;
C04747;P0470;2;10;17;
C02944;P0154;2;10;18;
C01519;P0167;2;10;19;
C02909;P0165;2;10;20;
C00206;P0431;3;1;2;
C04277;P0080;3;1;3;
C03154;P0190;3;1;4;
C01496;P0326;3;1;5;
C00712;P0435;3;1;6;
C02534;P0437;3;1;8;
C03280;P0056;3;1;9;
C01941;P0495;3;1;11;
C04482;P0431;3;1;13;
C01463;P0247;3;1;14;
C04002;P0328;3;1;15;
C03828;P0439;3;1;16;
C04223;P0344;3;1;17;
C03830;P0186;3;1;18;
C03082;P0431;3;1;19;
C00159;P0045;3;2;1;
C03915;P0192;3;2;2;
C02498;P0344;3;2;3;
C00069;P0353;3;2;4;
C00592;P0230;3;2;5;
C02725;P0099;3;2;6;
C01319;P0469;3;2;7;
C04673;P0310;3;2;8;
C03710;P0453;3;2;9;
C04291;P0451;3;2;10;
C01327;P0427;3;2;11;
C00345;P0119;3;2;12;
C00590;P0087;3;2;13;
C00921;P0131;3;2;14;
C02388;P0372;3;2;15;
C03567;P0228;3;2;16;
C03972;P0110;3;2;18;
C02226;P0406;3;2;19;
C03860;P0422;3;2;20;
C00886;P0144;3;3;1;
C01966;P0179;3;3;2;
C03236;P0473;3;3;4;
C00163;P0451;3;3;5;
C03618;P0077;3;3;6;
C02858;P0362;3;3;8;
C00869;P0397;3;3;9;
C03919;P0370;3;3;10;
C00642;P0072;3;3;11;
C03746;P0158;3;3;12;
C00769;P0295;3;3;13;
C01775;P0020;3;3;14;
C00318;P0029;3;3;16;
C00434;P0371;3;3;17;
C02829;P0484;3;3;18;
C00190;P0185;3;3;19;
C01425;P0358;3;3;20;
C01671;P0025;3;4;3;
C04097;P0129;3;4;5;
C05080;P0394;3;4;6;
C02380;P0071;3;4;7;
C00040;P0054;3;4;8;
C00303;P0048;3;4;9;
C04144;P0350;3;4;10;
C03464;P0191;3;4;12;
C04393;P0438;3;4;13;
C03216;P0122;3;4;15;
C01037;P0348;3;4;17;
C02423;P0072;3;4;18;
C04830;P0219;3;4;19;
C02245;P0374;3;4;20;
C02203;P0375;3;5;1;
C00893;P0287;3;5;3;
C04418;P0125;3;5;4;
C04622;P0318;3;5;5;
C04984;P0304;3;5;6;
C04460;P0250;3;5;7;
C02432;P0032;3;5;8;
C01960;P0453;3;5;9;
C03155;P0168;3;5;10;
C03484;P0106;3;5;11;
C00369;P0362;3;5;12;
C04135;P0071;3;5;13;
C01573;P0036;3;5;15;
C00068;P0452;3;5;16;
C04158;P0294;3;5;17;
C01841;P0043;3;5;18;
C04274;P0389;3;5;20;
C01910;P0066;3;6;1;
C00072;P0214;3;6;2;
C01627;P0271;3;6;3;
C03805;P0120;3;6;4;
C00058;P0080;3;6;5;
C00465;P0097;3;6;6;
C01532;P0164;3;6;8;
C00350;P0230;3;6;9;
C00772;P0189;3;6;11;
C05073;P0012;3;6;12;
C04337;P0305;3;6;13;
C01034;P0334;3;6;15;
C01226;P0183;3;6;16;
C05001;P0242;3;6;17;
C04224;P0409;3;6;18;
C02288;P0325;3;6;19;
C05024;P0015;3;6;20;
C02236;P0495;3;7;1;
C04867;P0275;3;7;2;
C05021;P0298;3;7;3;
C02609;P0097;3;7;4;
C01101;P0266;3;7;6;
C02243;P0325;3;7;7;
C03590;P0358;3;7;8;
C01342;P0425;3;7;9;
C01983;P0003;3;7;10;
C03927;P0219;3;7;12;
C04493;P0273;3;7;13;
C01066;P0468;3;7;14;
C03649;P0163;3;7;15;
C01704;P0088;3;7;16;
C00174;P0479;3;7;17;
C01781;P0326;3;7;18;
C04111;P0426;3;7;19;
C02177;P0283;3;8;1;
C00683;P0416;3;8;2;
C00655;P0146;3;8;3;
C03435;P0479;3;8;4;
C00003;P0427;3;8;5;
C02396;P0299;3;8;7;
C00865;P0211;3;8;8;
C03379;P0014;3;8;10;
C03378;P0483;3;8;11;
C00678;P0192;3;8;12;
C03248;P0210;3;8;13;
C03312;P0389;3;8;14;
C04691;P0037;3;8;15;
C01246;P0158;3;8;16;
C00320;P0213;3;8;17;
C01094;P0435;3;8;19;
C04163;P0234;3;8;20;
C04745;P0361;3;9;1;
C00103;P0490;3;9;2;
C01294;P0112;3;9;3;
C01986;P0119;3;9;4;
C02091;P0162;3;9;6;
C01081;P0459;3;9;7;
C04769;P0210;3;9;8;
C02119;P0467;3;9;9;
C02954;P0416;3;9;10;
C03272;P0253;3;9;11;
C02126;P0016;3;9;12;
C04780;P0111;3;9;13;
C03887;P0401;3;9;14;
C00956;P0058;3;9;15;
C01383;P0209;3;9;16;
C00383;P0298;3;9;18;
C04396;P0434;3;9;19;
C04731;P0137;3;9;20;
C02716;P0446;3;10;1;
C04733;P0379;3;10;3;
C03879;P0380;3;10;4;
C01126;P0384;3;10;5;
C00088;P0398;3;10;6;
C00267;P0447;3;10;7;
C01656;P0069;3;10;9;
C03381;P0333;3;10;10;
C04837;P0235;3;10;12;
C04057;P0236;3;10;13;
C03549;P0283;3;10;14;
C01710;P0487;3;10;15;
C00515;P0389;3;10;16;
C05097;P0155;3;10;17;
C00936;P0007;3;10;18;
C00908;P0472;3;10;19;
C03010;P0079;3;10;20;
C03108;P0297;4;1;1;
C03067;P0344;4;1;2;
C00944;P0311;4;1;4;
C00523;P0498;4;1;5;
C03181;P0331;4;1;6;
C03512;P0445;4;1;8;
C01098;P0055;4;1;9;
C02355;P0467;4;1;10;
C01096;P0233;4;1;11;
C04649;P0484;4;1;12;
C04073;P0023;4;1;13;
C03670;P0100;4;1;14;
C04727;P0470;4;1;15;
C04567;P0093;4;1;16;
C04871;P0148;4;1;17;
C03867;P0439;4;1;18;
C01680;P0214;4;1;19;
C02050;P0006;4;1;20;
C03028;P0161;4;2;1;
C03603;P0001;4;2;2;
C00959;P0145;4;2;3;
C02874;P0101;4;2;4;
C02033;P0092;4;2;5;
C01387;P0230;4;2;6;
C03898;P0357;4;2;7;
C00125;P0197;4;2;8;
C03581;P0088;4;2;9;
C00078;P0147;4;2;10;
C00572;P0341;4;2;11;
C01584;P0225;4;2;12;
C00390;P0182;4;2;13;
C04447;P0253;4;2;14;
C02670;P0214;4;2;15;
C00348;P0446;4;2;16;
C03801;P0012;4;2;17;
C02135;P0173;4;2;18;
C03409;P0211;4;2;19;
C04041;P0249;4;2;20;
C01932;P0453;4;3;1;
C02824;P0365;4;3;2;
C00701;P0129;4;3;3;
C01053;P0064;4;3;4;
C04679;P0291;4;3;5;
C02230;P0368;4;3;6;
C03938;P0173;4;3;7;
C04710;P0398;4;3;8;
C04589;P0256;4;3;9;
C00304;P0202;4;3;10;
C04411;P0055;4;3;12;
C00710;P0490;4;3;13;
C03990;P0045;4;3;14;
C00185;P0339;4;3;15;
C03244;P0321;4;3;16;
C04555;P0081;4;3;17;
C03878;P0096;4;3;18;
C02803;P0073;4;3;19;
C03183;P0320;4;3;20;
C01533;P0264;4;4;1;
C00274;P0035;4;4;2;
C04848;P0269;4;4;3;
C04406;P0305;4;4;4;
C04580;P0060;4;4;5;
C00301;P0065;4;4;6;
C04241;P0426;4;4;7;
C02261;P0363;4;4;8;
C03000;P0378;4;4;10;
C03399;P0052;4;4;11;
C03557;P0484;4;4;12;
C02449;P0442;4;4;13;
C03119;P0080;4;4;14;
C03546;P0264;4;4;15;
C04364;P0322;4;4;16;
C02291;P0052;4;4;18;
C01303;P0478;4;4;20;
C03708;P0341;4;5;1;
C04652;P0185;4;5;2;
C02796;P0153;4;5;3;
C04309;P0139;4;5;4;
C04815;P0439;4;5;5;
C02017;P0165;4;5;6;
C00334;P0368;4;5;7;
C03726;P0362;4;5;8;
C04934;P0471;4;5;11;
C00942;P0323;4;5;12;
C01795;P0355;4;5;14;
C02615;P0366;4;5;15;
C01770;P0094;4;5;16;
C04823;P0158;4;5;17;
C02457;P0098;4;5;19;
C04122;P0477;4;6;3;
C04346;P0496;4;6;4;
C00754;P0077;4;6;5;
C03109;P0482;4;6;6;
C00270;P0163;4;6;7;
C01616;P0042;4;6;8;
C04724;P0371;4;6;9;
C04635;P0251;4;6;10;
C00698;P0423;4;6;11;
C03587;P0066;4;6;13;
C04011;P0369;4;6;14;
C03403;P0261;4;6;15;
C04645;P0469;4;6;16;
C00653;P0160;4;6;17;
C04217;P0434;4;6;18;
C01646;P0298;4;6;19;
C03087;P0290;4;6;20;
C04640;P0053;4;7;1;
C00945;P0039;4;7;3;
C04935;P0254;4;7;4;
C00009;P0462;4;7;5;
C02329;P0205;4;7;6;
C04785;P0223;4;7;7;
C04098;P0179;4;7;9;
C01460;P0104;4;7;10;
C02389;P0328;4;7;11;
C00641;P0277;4;7;12;
C01799;P0017;4;7;13;
C01592;P0346;4;7;14;
C02109;P0255;4;7;15;
C01457;P0354;4;7;17;
C00486;P0320;4;7;18;
C04205;P0392;4;7;19;
C00100;P0260;4;7;20;
C02707;P0363;4;8;1;
C04720;P0405;4;8;2;
C01548;P0337;4;8;4;
C01381;P0116;4;8;5;
C00166;P0294;4;8;6;
C00477;P0022;4;8;7;
C03111;P0212;4;8;8;
C00986;P0072;4;8;9;
C02673;P0131;4;8;10;
C04249;P0417;4;8;12;
C03102;P0334;4;8;14;
C00661;P0455;4;8;15;
C01279;P0175;4;8;17;
C03437;P0056;4;8;18;
C01400;P0091;4;8;19;
C02919;P0367;4;8;20;
C02869;P0050;4;9;2;
C01991;P0413;4;9;3;
C03035;P0116;4;9;4;
C03469;P0297;4;9;5;
C01199;P0015;4;9;6;
C00299;P0024;4;9;7;
C00393;P0018;4;9;8;
C03164;P0170;4;9;10;
C02545;P0134;4;9;13;
C04705;P0177;4;9;14;
C02427;P0103;4;9;15;
C02709;P0276;4;9;16;
C05005;P0362;4;9;17;
C05088;P0255;4;9;18;
C01959;P0352;4;9;20;
C00831;P0086;4;10;1;
C01452;P0315;4;10;2;
C04357;P0199;4;10;4;
C00501;P0167;4;10;6;
C04533;P0398;4;10;9;
C02805;P0098;4;10;10;
C01675;P0332;4;10;11;
C03874;P0422;4;10;12;
C01601;P0049;4;10;13;
C03382;P0265;4;10;14;
C02913;P0179;4;10;15;
C02021;P0440;4;10;16;
C02317;P0188;4;10;17;
C04383;P0001;4;10;19;
C02644;P0366;5;1;1;
C02458;P0323;5;1;2;
C02400;P0474;5;1;3;
C01004;P0230;5;1;4;
C03964;P0233;5;1;5;
C00875;P0036;5;1;6;
C00246;P0436;5;1;7;
C03129;P0168;5;1;9;
C00184;P0184;5;1;10;
C02139;P0229;5;1;11;
C01603;P0049;5;1;12;
C00638;P0064;5;1;13;
C00783;P0454;5;1;14;
C01349;P0167;5;1;15;
C01617;P0474;5;1;16;
C03871;P0484;5;1;17;
C04206;P0031;5;1;18;
C01438;P0011;5;1;19;
C03993;P0135;5;1;20;
C03509;P0084;5;2;2;
C00892;P0165;5;2;3;
C03793;P0253;5;2;5;
C02560;P0228;5;2;7;
C00954;P0085;5;2;8;
C04497;P0109;5;2;9;
C01449;P0238;5;2;10;
C02840;P0210;5;2;12;
C00382;P0362;5;2;13;
C00615;P0371;5;2;14;
C04160;P0461;5;2;15;
C00231;P0203;5;2;16;
C01657;P0217;5;2;17;
C02161;P0336;5;2;18;
C02115;P0200;5;2;20;
C02234;P0328;5;3;1;
C04090;P0498;5;3;2;
C00765;P0161;5;3;3;
C01747;P0056;5;3;4;
C01629;P0250;5;3;5;
C02905;P0465;5;3;6;
C04735;P0032;5;3;8;
C04802;P0050;5;3;9;
C00412;P0138;5;3;10;
C00919;P0076;5;3;11;
C01270;P0492;5;3;12;
C03335;P0052;5;3;13;
C03977;P0302;5;3;14;
C03985;P0054;5;3;15;
C00063;P0160;5;3;16;
C02198;P0414;5;3;17;
C00118;P0110;5;3;18;
C02374;P0108;5;3;19;
C00746;P0058;5;3;20;
C02945;P0112;5;4;1;
C04563;P0292;5;4;2;
C02638;P0399;5;4;3;
C02188;P0273;5;4;4;
C01016;P0034;5;4;5;
C01191;P0426;5;4;7;
C02308;P0367;5;4;8;
C04407;P0254;5;4;9;
C01197;P0337;5;4;10;
C01325;P0180;5;4;13;
C03517;P0212;5;4;14;
C01889;P0131;5;4;15;
C01404;P0451;5;4;16;
C04180;P0197;5;4;17;
C02254;P0004;5;4;18;
C04868;P0242;5;4;19;
C01626;P0144;5;4;20;
C00913;P0224;5;5;1;
C00713;P0325;5;5;3;
C03572;P0143;5;5;4;
C00647;P0299;5;5;5;
C00364;P0125;5;5;6;
C04327;P0001;5;5;7;
C04958;P0133;5;5;8;
C02447;P0047;5;5;9;
C00735;P0027;5;5;13;
C01195;P0101;5;5;14;
C00101;P0326;5;5;15;
C00164;P0057;5;5;16;
C03492;P0281;5;5;17;
C03634;P0210;5;5;18;
C00071;P0216;5;5;19;
C03638;P0143;5;5;20;
C04271;P0203;5;6;1;
C00010;P0500;5;6;2;
C01398;P0246;5;6;3;
C02917;P0038;5;6;4;
C00442;P0254;5;6;6;
C04824;P0130;5;6;7;
C01032;P0022;5;6;8;
C00451;P0128;5;6;9;
C00509;P0222;5;6;10;
C00987;P0485;5;6;11;
C02510;P0041;5;6;12;
C01516;P0463;5;6;13;
C01679;P0284;5;6;14;
C03553;P0373;5;6;15;
C03685;P0228;5;6;16;
C00532;P0322;5;6;17;
C02586;P0045;5;6;18;
C04476;P0227;5;6;19;
C00533;P0040;5;6;20;
C02189;P0004;5;7;2;
C01139;P0092;5;7;3;
C03256;P0225;5;7;4;
C03149;P0045;5;7;5;
C04420;P0038;5;7;6;
C01911;P0178;5;7;7;
C04912;P0378;5;7;8;
C01431;P0435;5;7;9;
C03862;P0303;5;7;10;
C02529;P0177;5;7;13;
C01184;P0120;5;7;14;
C04675;P0225;5;7;15;
C04532;P0135;5;7;17;
C03776;P0332;5;7;18;
C03187;P0042;5;7;19;
C03310;P0212;5;7;20;
C03052;P0400;5;8;1;
C01306;P0219;5;8;2;
C03641;P0153;5;8;3;
C01142;P0323;5;8;4;
C04408;P0140;5;8;5;
C04187;P0139;5;8;7;
C00113;P0463;5;8;9;
C00351;P0271;5;8;10;
C04141;P0188;5;8;12;
C02450;P0203;5;8;13;
C00984;P0276;5;8;14;
C03152;P0242;5;8;15;
C01962;P0003;5;8;16;
C03554;P0432;5;8;17;
C04455;P0159;5;8;18;
C03004;P0157;5;8;19;
C03913;P0020;5;8;20;
C01732;P0035;5;9;1;
C04891;P0026;5;9;2;
C01923;P0022;5;9;3;
C01462;P0439;5;9;4;
C01793;P0311;5;9;5;
C03024;P0327;5;9;6;
C00734;P0332;5;9;7;
C03657;P0079;5;9;8;
C01773;P0476;5;9;9;
C00813;P0214;5;9;10;
C00774;P0077;5;9;11;
C01968;P0187;5;9;13;
C00117;P0374;5;9;14;
C00218;P0013;5;9;15;
C01038;P0084;5;9;16;
C04055;P0124;5;9;17;
C00207;P0093;5;9;18;
C03858;P0267;5;9;19;
C03314;P0144;5;10;1;
C01044;P0404;5;10;2;
C04505;P0051;5;10;3;
C00401;P0145;5;10;4;
C01380;P0367;5;10;7;
C04519;P0080;5;10;8;
C00017;P0066;5;10;9;
C00628;P0061;5;10;10;
C04494;P0334;5;10;11;
C03323;P0011;5;10;13;
C02702;P0328;5;10;14;
C03566;P0434;5;10;15;
C03884;P0288;5;10;16;
C01785;P0325;5;10;17;
C04530;P0104;5;10;18;
C01871;P0210;5;10;19;
C03433;P0092;5;10;20;
C04298;P0200;6;1;1;
C04646;P0122;6;1;3;
C04809;P0063;6;1;4;
C04870;P0415;6;1;5;
C00343;P0325;6;1;6;
C04391;P0135;6;1;7;
C02628;P0481;6;1;8;
C03043;P0345;6;1;9;
C03307;P0334;6;1;10;
C01864;P0282;6;1;11;
C03787;P0076;6;1;12;
C01735;P0404;6;1;13;
C00512;P0227;6;1;14;
C01917;P0059;6;1;15;
C04827;P0122;6;1;16;
C04204;P0335;6;1;17;
C02862;P0207;6;1;18;
C01217;P0269;6;1;19;
C04199;P0467;6;2;1;
C00668;P0178;6;2;2;
C03113;P0319;6;2;3;
C04608;P0172;6;2;4;
C03421;P0114;6;2;5;
C03139;P0138;6;2;6;
C01605;P0210;6;2;8;
C04272;P0480;6;2;9;
C03161;P0079;6;2;10;
C04789;P0281;6;2;11;
C00743;P0395;6;2;14;
C04586;P0415;6;2;15;
C00751;P0040;6;2;16;
C04658;P0192;6;2;17;
C00552;P0476;6;2;18;
C02825;P0459;6;2;19;
C04626;P0434;6;2;20;
C01538;P0152;6;3;1;
C02233;P0006;6;3;2;
C03477;P0299;6;3;3;
C02951;P0348;6;3;4;
C02780;P0091;6;3;5;
C00614;P0066;6;3;6;
C03763;P0033;6;3;7;
C01413;P0497;6;3;8;
C00342;P0456;6;3;9;
C03456;P0032;6;3;10;
C02697;P0323;6;3;11;
C03677;P0024;6;3;12;
C00197;P0194;6;3;13;
C02970;P0262;6;3;14;
C00280;P0351;6;3;15;
C03863;P0288;6;3;17;
C04425;P0111;6;3;18;
C04643;P0128;6;3;19;
C02467;P0368;6;3;20;
C04183;P0383;6;4;1;
C00230;P0202;6;4;2;
C02222;P0370;6;4;3;
C05085;P0265;6;4;4;
C04725;P0043;6;4;5;
C02623;P0275;6;4;7;
C03047;P0367;6;4;8;
C04236;P0310;6;4;9;
C03894;P0339;6;4;10;
C04498;P0217;6;4;11;
C02691;P0400;6;4;12;
C04559;P0027;6;4;13;
C00153;P0320;6;4;14;
C02590;P0410;6;4;15;
C02851;P0106;6;4;16;
C02058;P0335;6;4;18;
C04940;P0449;6;4;19;
C03675;P0125;6;4;20;
C03451;P0133;6;5;2;
C00087;P0471;6;5;3;
C00618;P0477;6;5;4;
C03300;P0089;6;5;8;
C01466;P0491;6;5;9;
C00083;P0490;6;5;10;
